dept_id,y,ds,wm_yr_wk,yearweek,holiday
FOODS_1,2343.0,2011-01-29,11101,201101,
FOODS_1,2216.0,2011-01-30,11101,201101,
FOODS_1,1657.0,2011-01-31,11101,201101,
FOODS_1,1508.0,2011-02-01,11101,201101,
FOODS_1,1209.0,2011-02-02,11101,201101,
FOODS_1,1897.0,2011-02-03,11101,201101,
FOODS_1,1903.0,2011-02-04,11101,201101,
FOODS_1,2235.0,2011-02-05,11102,201102,
FOODS_1,1925.0,2011-02-06,11102,201102,
FOODS_1,1586.0,2011-02-07,11102,201102,
FOODS_1,1785.0,2011-02-08,11102,201102,
FOODS_1,1737.0,2011-02-09,11102,201102,
FOODS_1,2048.0,2011-02-10,11102,201102,
FOODS_1,2349.0,2011-02-11,11102,201102,
FOODS_1,2948.0,2011-02-12,11103,201103,
FOODS_1,3688.0,2011-02-13,11103,201103,
FOODS_1,2193.0,2011-02-14,11103,201103,
FOODS_1,1552.0,2011-02-15,11103,201103,
FOODS_1,1617.0,2011-02-16,11103,201103,
FOODS_1,1502.0,2011-02-17,11103,201103,
FOODS_1,1866.0,2011-02-18,11103,201103,
FOODS_1,2391.0,2011-02-19,11104,201104,
FOODS_1,2164.0,2011-02-20,11104,201104,
FOODS_1,1784.0,2011-02-21,11104,201104,
FOODS_1,1480.0,2011-02-22,11104,201104,
FOODS_1,1587.0,2011-02-23,11104,201104,
FOODS_1,1542.0,2011-02-24,11104,201104,
FOODS_1,1744.0,2011-02-25,11104,201104,
FOODS_1,2432.0,2011-02-26,11105,201105,
FOODS_1,2019.0,2011-02-27,11105,201105,
FOODS_1,1464.0,2011-02-28,11105,201105,
FOODS_1,1691.0,2011-03-01,11105,201105,
FOODS_1,1588.0,2011-03-02,11105,201105,
FOODS_1,1626.0,2011-03-03,11105,201105,
FOODS_1,1759.0,2011-03-04,11105,201105,
FOODS_1,2193.0,2011-03-05,11106,201106,
FOODS_1,2301.0,2011-03-06,11106,201106,
FOODS_1,1540.0,2011-03-07,11106,201106,
FOODS_1,1456.0,2011-03-08,11106,201106,
FOODS_1,1482.0,2011-03-09,11106,201106,
FOODS_1,1564.0,2011-03-10,11106,201106,
FOODS_1,1868.0,2011-03-11,11106,201106,
FOODS_1,2275.0,2011-03-12,11107,201107,
FOODS_1,1926.0,2011-03-13,11107,201107,
FOODS_1,1635.0,2011-03-14,11107,201107,
FOODS_1,1623.0,2011-03-15,11107,201107,
FOODS_1,1636.0,2011-03-16,11107,201107,
FOODS_1,1452.0,2011-03-17,11107,201107,
FOODS_1,1787.0,2011-03-18,11107,201107,
FOODS_1,2163.0,2011-03-19,11108,201108,
FOODS_1,1813.0,2011-03-20,11108,201108,
FOODS_1,1649.0,2011-03-21,11108,201108,
FOODS_1,1696.0,2011-03-22,11108,201108,
FOODS_1,1531.0,2011-03-23,11108,201108,
FOODS_1,1508.0,2011-03-24,11108,201108,
FOODS_1,1903.0,2011-03-25,11108,201108,
FOODS_1,2186.0,2011-03-26,11109,201109,
FOODS_1,1997.0,2011-03-27,11109,201109,
FOODS_1,1498.0,2011-03-28,11109,201109,
FOODS_1,1399.0,2011-03-29,11109,201109,
FOODS_1,1309.0,2011-03-30,11109,201109,
FOODS_1,1473.0,2011-03-31,11109,201109,
FOODS_1,1813.0,2011-04-01,11109,201109,
FOODS_1,2103.0,2011-04-02,11110,201110,
FOODS_1,2086.0,2011-04-03,11110,201110,
FOODS_1,1538.0,2011-04-04,11110,201110,
FOODS_1,1520.0,2011-04-05,11110,201110,
FOODS_1,1546.0,2011-04-06,11110,201110,
FOODS_1,1603.0,2011-04-07,11110,201110,
FOODS_1,1732.0,2011-04-08,11110,201110,
FOODS_1,1924.0,2011-04-09,11111,201111,
FOODS_1,1883.0,2011-04-10,11111,201111,
FOODS_1,1437.0,2011-04-11,11111,201111,
FOODS_1,1277.0,2011-04-12,11111,201111,
FOODS_1,1371.0,2011-04-13,11111,201111,
FOODS_1,1498.0,2011-04-14,11111,201111,
FOODS_1,1797.0,2011-04-15,11111,201111,
FOODS_1,1951.0,2011-04-16,11112,201112,
FOODS_1,1841.0,2011-04-17,11112,201112,
FOODS_1,1338.0,2011-04-18,11112,201112,
FOODS_1,1463.0,2011-04-19,11112,201112,
FOODS_1,1558.0,2011-04-20,11112,201112,
FOODS_1,1638.0,2011-04-21,11112,201112,
FOODS_1,2339.0,2011-04-22,11112,201112,
FOODS_1,3037.0,2011-04-23,11113,201113,
FOODS_1,2225.0,2011-04-24,11113,201113,OrthodoxEaster|Easter
FOODS_1,1193.0,2011-04-25,11113,201113,
FOODS_1,1167.0,2011-04-26,11113,201113,
FOODS_1,1154.0,2011-04-27,11113,201113,
FOODS_1,1369.0,2011-04-28,11113,201113,
FOODS_1,1538.0,2011-04-29,11113,201113,
FOODS_1,1739.0,2011-04-30,11114,201114,
FOODS_1,1835.0,2011-05-01,11114,201114,
FOODS_1,1532.0,2011-05-02,11114,201114,
FOODS_1,1599.0,2011-05-03,11114,201114,
FOODS_1,1382.0,2011-05-04,11114,201114,
FOODS_1,1507.0,2011-05-05,11114,201114,
FOODS_1,1555.0,2011-05-06,11114,201114,
FOODS_1,2103.0,2011-05-07,11115,201115,
FOODS_1,1605.0,2011-05-08,11115,201115,
FOODS_1,1528.0,2011-05-09,11115,201115,
FOODS_1,1465.0,2011-05-10,11115,201115,
FOODS_1,1416.0,2011-05-11,11115,201115,
FOODS_1,1532.0,2011-05-12,11115,201115,
