dept_id,y,ds,wm_yr_wk,yearweek,holiday
HOBBIES_1,3610.0,2011-01-29,11101,201101,
HOBBIES_1,3172.0,2011-01-30,11101,201101,
HOBBIES_1,2497.0,2011-01-31,11101,201101,
HOBBIES_1,2531.0,2011-02-01,11101,201101,
HOBBIES_1,1714.0,2011-02-02,11101,201101,
HOBBIES_1,3133.0,2011-02-03,11101,201101,
HOBBIES_1,2855.0,2011-02-04,11101,201101,
HOBBIES_1,3831.0,2011-02-05,11102,201102,
HOBBIES_1,2741.0,2011-02-06,11102,201102,
HOBBIES_1,2514.0,2011-02-07,11102,201102,
HOBBIES_1,2412.0,2011-02-08,11102,201102,
HOBBIES_1,2355.0,2011-02-09,11102,201102,
HOBBIES_1,2524.0,2011-02-10,11102,201102,
HOBBIES_1,2698.0,2011-02-11,11102,201102,
HOBBIES_1,3567.0,2011-02-12,11103,201103,
HOBBIES_1,3221.0,2011-02-13,11103,201103,
HOBBIES_1,2106.0,2011-02-14,11103,201103,
HOBBIES_1,2389.0,2011-02-15,11103,201103,
HOBBIES_1,2031.0,2011-02-16,11103,201103,
HOBBIES_1,1915.0,2011-02-17,11103,201103,
HOBBIES_1,2131.0,2011-02-18,11103,201103,
HOBBIES_1,3985.0,2011-02-19,11104,201104,
HOBBIES_1,2809.0,2011-02-20,11104,201104,
HOBBIES_1,2532.0,2011-02-21,11104,201104,
HOBBIES_1,2344.0,2011-02-22,11104,201104,
HOBBIES_1,2619.0,2011-02-23,11104,201104,
HOBBIES_1,2424.0,2011-02-24,11104,201104,
HOBBIES_1,2505.0,2011-02-25,11104,201104,
HOBBIES_1,3918.0,2011-02-26,11105,201105,
HOBBIES_1,1917.0,2011-02-27,11105,201105,
HOBBIES_1,1595.0,2011-02-28,11105,201105,
HOBBIES_1,1666.0,2011-03-01,11105,201105,
HOBBIES_1,1507.0,2011-03-02,11105,201105,
HOBBIES_1,1738.0,2011-03-03,11105,201105,
HOBBIES_1,1480.0,2011-03-04,11105,201105,
HOBBIES_1,1881.0,2011-03-05,11106,201106,
HOBBIES_1,3579.0,2011-03-06,11106,201106,
HOBBIES_1,2512.0,2011-03-07,11106,201106,
HOBBIES_1,2363.0,2011-03-08,11106,201106,
HOBBIES_1,2787.0,2011-03-09,11106,201106,
HOBBIES_1,2546.0,2011-03-10,11106,201106,
HOBBIES_1,2556.0,2011-03-11,11106,201106,
HOBBIES_1,3439.0,2011-03-12,11107,201107,
HOBBIES_1,3091.0,2011-03-13,11107,201107,
HOBBIES_1,2372.0,2011-03-14,11107,201107,
HOBBIES_1,2376.0,2011-03-15,11107,201107,
HOBBIES_1,2510.0,2011-03-16,11107,201107,
HOBBIES_1,2272.0,2011-03-17,11107,201107,
HOBBIES_1,2492.0,2011-03-18,11107,201107,
HOBBIES_1,3506.0,2011-03-19,11108,201108,
HOBBIES_1,2949.0,2011-03-20,11108,201108,
HOBBIES_1,2290.0,2011-03-21,11108,201108,
HOBBIES_1,2090.0,2011-03-22,11108,201108,
HOBBIES_1,2225.0,2011-03-23,11108,201108,
HOBBIES_1,2179.0,2011-03-24,11108,201108,
HOBBIES_1,3072.0,2011-03-25,11108,201108,
HOBBIES_1,3310.0,2011-03-26,11109,201109,
HOBBIES_1,3352.0,2011-03-27,11109,201109,
HOBBIES_1,2531.0,2011-03-28,11109,201109,
HOBBIES_1,2202.0,2011-03-29,11109,201109,
HOBBIES_1,2359.0,2011-03-30,11109,201109,
HOBBIES_1,2908.0,2011-03-31,11109,201109,
HOBBIES_1,3344.0,2011-04-01,11109,201109,
HOBBIES_1,3754.0,2011-04-02,11110,201110,
HOBBIES_1,3294.0,2011-04-03,11110,201110,
HOBBIES_1,2709.0,2011-04-04,11110,201110,
HOBBIES_1,2255.0,2011-04-05,11110,201110,
HOBBIES_1,2236.0,2011-04-06,11110,201110,
HOBBIES_1,2472.0,2011-04-07,11110,201110,
HOBBIES_1,2984.0,2011-04-08,11110,201110,
HOBBIES_1,3270.0,2011-04-09,11111,201111,
HOBBIES_1,3202.0,2011-04-10,11111,201111,
HOBBIES_1,2777.0,2011-04-11,11111,201111,
HOBBIES_1,2399.0,2011-04-12,11111,201111,
HOBBIES_1,2376.0,2011-04-13,11111,201111,
HOBBIES_1,2526.0,2011-04-14,11111,201111,
HOBBIES_1,2651.0,2011-04-15,11111,201111,
HOBBIES_1,3148.0,2011-04-16,11112,201112,
HOBBIES_1,2800.0,2011-04-17,11112,201112,
HOBBIES_1,2627.0,2011-04-18,11112,201112,
HOBBIES_1,1986.0,2011-04-19,11112,201112,
HOBBIES_1,2139.0,2011-04-20,11112,201112,
HOBBIES_1,2032.0,2011-04-21,11112,201112,
HOBBIES_1,2262.0,2011-04-22,11112,201112,
HOBBIES_1,2860.0,2011-04-23,11113,201113,
HOBBIES_1,2257.0,2011-04-24,11113,201113,OrthodoxEaster|Easter
HOBBIES_1,2685.0,2011-04-25,11113,201113,
HOBBIES_1,2314.0,2011-04-26,11113,201113,
HOBBIES_1,2299.0,2011-04-27,11113,201113,
HOBBIES_1,2328.0,2011-04-28,11113,201113,
HOBBIES_1,2712.0,2011-04-29,11113,201113,
HOBBIES_1,3757.0,2011-04-30,11114,201114,
HOBBIES_1,3134.0,2011-05-01,11114,201114,
HOBBIES_1,2414.0,2011-05-02,11114,201114,
HOBBIES_1,2813.0,2011-05-03,11114,201114,
HOBBIES_1,2311.0,2011-05-04,11114,201114,
